#,Company,Location_HQ,Region,State,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,latitude,longitude
1348,Synapse,"San Francisco","San Francisco Bay Area",California,USA,"North America",86,2023-10-02,40,215,129,Finance,"Series B",50,37.7792588,-122.4193286
1349,Hopper,Montreal,Unknown,Unknown,Canada,"North America",250,2023-10-04,30,833,583,Travel,Unknown,730,45.5031824,-73.5698065
1350,Qualtrics,"Salt Lake City",Unknown,Unknown,USA,"North America",780,2023-10-04,14,5571,4791,Other,Post-IPO,400,40.7596198,-111.886797
1351,Arrival,London,Unknown,Unknown,UK,Europe,200,2023-10-05,25,800,600,Transportation,Post-IPO,629,51.4893335,-0.144055085
1352,SchoolMint,"San Francisco","San Francisco Bay Area",California,USA,"North America",29,2023-10-05,14,207,178,Education,Acquired,8,37.7792588,-122.4193286
1353,InvestCloud,"Los Angeles",Unknown,California,USA,"North America",80,2023-10-06,5,1600,1520,Finance,"Private Equity",54,34.0536909,-118.242766
1354,"Carbon Health","San Francisco","San Francisco Bay Area",California,USA,"North America",114,2023-10-09,5,2280,2166,Healthcare,"Series D",522,37.7792588,-122.4193286
1355,Deepgram,"San Francisco","San Francisco Bay Area",California,USA,"North America",20,2023-10-11,20,100,80,AI,"Series B",86,37.7792588,-122.4193286
1356,"Lending Club","San Francisco","San Francisco Bay Area",California,USA,"North America",172,2023-10-12,14,1229,1057,Finance,Post-IPO,392,37.7792588,-122.4193286
1357,MariaDB,"Redwood City","San Francisco Bay Area",California,USA,"North America",84,2023-10-12,28,300,216,Data,Post-IPO,272,37.4863239,-122.232523
1358,C2FO,"Kansas City",Unknown,Unknown,USA,"North America",80,2023-10-16,3,2667,2587,Finance,"Series H",537,39.100105,-94.5781416
1359,LinkedIn,Sunnyvale,"San Francisco Bay Area",California,USA,"North America",660,2023-10-16,3,22000,21340,HR,Acquired,154,37.3688301,-122.036349
1360,ManoMano,Paris,Unknown,Unknown,France,Europe,230,2023-10-18,25,920,690,Retail,"Series F",705,48.8588897,2.320041022
1361,"WeTranSan Francisco Bay Areaer",Amsterdam,Unknown,Unknown,Netherlands,Europe,35,2023-10-18,10,350,315,Other,"Series A",64,52.3730796,4.8924534
1362,Bullhorn,Boston,Unknown,Unknown,USA,"North America",140,2023-10-19,9,1556,1416,Sales,Acquired,32,42.3554334,-71.060511
1363,Convoy,Seattle,Unknown,Unknown,USA,"North America",500,2023-10-19,100,500,0,Logistics,"Series E",1100,47.6038321,-122.330062
1364,StellarAlgo,Calgary,Unknown,Unknown,Canada,"North America",21,2023-10-19,28,75,54,Data,"Series A",16,51.0456064,-114.057541
1365,"Nomad Health","New York City",Unknown,Unknown,USA,"North America",119,2023-10-20,17,700,581,Healthcare,Unknown,218,40.7127281,-74.0060152
1366,SiFive,"Santa Clara","San Francisco Bay Area",California,USA,"North America",130,2023-10-24,20,650,520,Hardware,"Series F",365,37.354107,-121.955238
1367,"Hippo Insurance","Palo Alto","San Francisco Bay Area",California,USA,"North America",120,2023-10-26,20,600,480,Finance,Post-IPO,1300,37.4443293,-122.1598465
1368,Faire,"San Francisco","San Francisco Bay Area",California,USA,"North America",250,2023-11-01,20,1250,1000,Retail,"Series G",1700,37.7792588,-122.4193286
1369,"Sana Benefits",Austin,Unknown,Unknown,USA,"North America",73,2023-11-01,50,146,73,HR,"Series B",106,30.2711286,-97.7436995
1370,Splunk,"San Jose","San Francisco Bay Area",California,USA,"North America",500,2023-11-01,7,7143,6643,Data,Post-IPO,2400,37.3361663,-121.890591
1371,"Beyond Meat","Los Angeles",Unknown,California,USA,"North America",65,2023-11-02,8,813,748,Food,Post-IPO,122,34.0536909,-118.242766
1372,Viasat,"San Diego",Unknown,California,USA,"North America",800,2023-11-02,10,8000,7200,Other,Post-IPO,366,32.7174202,-117.162772
1373,TripAdvisor,Boston,Unknown,Unknown,USA,"North America",125,2023-11-12,4,3125,3000,Travel,Post-IPO,3,42.3554334,-71.060511
1374,"Physics Wallah",Noida,Unknown,Unknown,India,Asia,120,2023-11-19,1,12000,11880,Education,"Series A",100,28.5706333,77.3272147
1375,"Our Next Energy",Detroit,Unknown,Unknown,USA,"North America",128,2023-11-27,25,512,384,Transportation,"Series B",390,42.3315509,-83.0466403
1376,Dataminr,"New York City",Unknown,Unknown,USA,"North America",150,2023-11-28,20,750,600,AI,"Series F",1100,40.7127281,-74.0060152
1377,Unity,"San Francisco","San Francisco Bay Area",California,USA,"North America",265,2023-11-28,4,6625,6360,Other,Post-IPO,1300,37.7792588,-122.4193286
1378,Loco,Mumbai,Unknown,Unknown,India,Asia,40,2023-11-30,36,111,71,Consumer,Acquired,52,19.0785451,72.878176
1379,Zepz,London,Unknown,Unknown,UK,Europe,30,2023-11-30,2,1500,1470,Finance,"Series E",700,51.4893335,-0.144055085
1380,Spotify,Stockholm,Unknown,Unknown,Sweden,Europe,1500,2023-12-04,17,9200,7700,Media,Post-IPO,2100,59.3251172,18.0710935
1381,Incredibuild,"Tel Aviv",Unknown,Unknown,Israel,Asia,40,2023-12-05,20,200,160,Product,"Series B",35,32.0852997,34.7818064
1383,ZestMoney,Bengaluru,Unknown,Unknown,India,Asia,150,2023-12-05,100,150,0,Finance,"Series C",120,12.98815675,77.62260004
1384,Zulily,Seattle,Unknown,Unknown,USA,"North America",839,2023-12-08,100,839,0,Retail,Acquired,194,47.6038321,-122.330062
1388,"Chipper Cash","San Francisco","San Francisco Bay Area",California,USA,"North America",15,2023-12-11,33,45,30,Finance,"Series C",302,37.7792588,-122.4193286
1391,Etsy,"New York City",Unknown,Unknown,USA,"North America",225,2023-12-13,11,2045,1820,Retail,Post-IPO,97,40.7127281,-74.0060152
1392,Etsy,"New York City",Unknown,Unknown,USA,"North America",225,2023-12-13,11,2045,1820,Retail,Post-IPO,97,40.7127281,-74.0060152
1398,Bolt,"San Francisco","San Francisco Bay Area",California,USA,"North America",130,2023-12-14,29,450,320,Finance,"Series E",1300,37.7792588,-122.4193286
1399,Cruise,"San Francisco","San Francisco Bay Area",California,USA,"North America",900,2023-12-14,24,3750,2850,Transportation,Acquired,15000,37.7792588,-122.4193286
1412,"Enphase Energy",Fremont,"San Francisco Bay Area",California,USA,"North America",350,2023-12-18,10,3500,3150,Energy,Post-IPO,116,37.5482697,-121.988571
1414,InSightec,Haifa,Unknown,Unknown,Israel,Asia,100,2023-12-19,20,500,400,Healthcare,Unknown,733,32.799313,34.98957172
1415,InSightec,Haifa,Unknown,Unknown,USA,"North America",100,2023-12-19,20,500,400,Healthcare,Unknown,733,32.799313,34.98957172
1417,ShareChat,Bengaluru,Unknown,Unknown,India,Asia,200,2023-12-20,15,1333,1133,Consumer,"Series H",1700,12.98815675,77.62260004
1424,Frontdesk,Milwaukee,Unknown,Unknown,USA,"North America",200,2024-01-02,100,200,0,Travel,Unknown,26,43.0386475,-87.9090751
1426,"Lazada Group",Singapore,Unknown,Unknown,Singapore,Asia,100,2024-01-03,30,333,233,Retail,Acquired,7,1.2899175,103.8519072
1427,"Orca Security","Tel Aviv",Unknown,Unknown,Israel,Asia,60,2024-01-03,15,400,340,Security,"Series C",632,32.0852997,34.7818064
1428,Xerox,Norwalk,Unknown,Unknown,USA,"North America",3000,2024-01-03,15,20000,17000,Hardware,Post-IPO,27,41.1175966,-73.4078968
1430,Trigo,"Tel Aviv",Unknown,Unknown,Israel,Asia,30,2024-01-04,15,200,170,Retail,"Series C",199,32.0852997,34.7818064
1432,"Cue Health","San Diego",Unknown,California,USA,"North America",94,2024-01-05,13,723,629,Healthcare,Post-IPO,899,32.7174202,-117.162772
1434,"NanoString Technology",Seattle,Unknown,Unknown,USA,"North America",50,2024-01-06,9,555,505,Healthcare,Post-IPO,826,47.6038321,-122.330062
1436,BenchSci,Toronto,Unknown,Unknown,Canada,"North America",70,2024-01-08,17,411,341,Healthcare,"Series D",164,43.6534817,-79.3839347
1437,Flexe,Seattle,Unknown,Unknown,USA,"North America",99,2024-01-08,38,260,161,Logistics,"Series D",263,47.6038321,-122.330062
1438,Flipkart,Bengaluru,Unknown,Unknown,India,Asia,1100,2024-01-08,5,22000,20900,Retail,Acquired,13,12.98815675,77.62260004
1443,"NuScale Power",Corvallis,Unknown,Unknown,USA,"North America",154,2024-01-08,28,550,396,Energy,Post-IPO,470,44.5645659,-123.2620435
1444,Pitch,Berlin,Unknown,Unknown,Germany,Europe,80,2024-01-08,67,119,39,Other,"Series B",138,52.5170365,13.3888599
1445,Unity,"San Francisco","San Francisco Bay Area",California,USA,"North America",1800,2024-01-08,25,7200,5400,Other,Post-IPO,1,37.7792588,-122.4193286
1448,FullStory,Atlanta,Unknown,Unknown,USA,"North America",50,2024-01-09,10,500,450,Marketing,Unknown,197,33.7489924,-84.3902644
1449,Humane,"San Francisco","San Francisco Bay Area",California,USA,"North America",10,2024-01-09,4,250,240,Hardware,"Series C",230,37.7792588,-122.4193286
1451,Nevro,"Redwood City","San Francisco Bay Area",California,USA,"North America",63,2024-01-09,5,1260,1197,Healthcare,Post-IPO,556,37.4863239,-122.232523
1452,"Rent the Runway","New York City",Unknown,Unknown,USA,"North America",37,2024-01-09,10,370,333,Retail,Post-IPO,526,40.7127281,-74.0060152
1453,"Treasure Financial","San Francisco","San Francisco Bay Area",California,USA,"North America",14,2024-01-09,60,23,9,Finance,"Series A",14,37.7792588,-122.4193286
1455,Twitch,"San Francisco","San Francisco Bay Area",California,USA,"North America",500,2024-01-09,35,1428,928,Consumer,Acquired,35,37.7792588,-122.4193286
1460,Citrix,Miami,Unknown,Unknown,USA,"North America",1000,2024-01-10,12,8333,7333,Infrastructure,Acquired,20,25.7741728,-80.19362
1461,FreshDirect,"New York City",Unknown,Unknown,USA,"North America",100,2024-01-10,3,3333,3233,Food,Acquired,280,40.7127281,-74.0060152
1467,7Shifts,Saskatoon,Unknown,Unknown,Canada,"North America",68,2024-01-11,19,358,290,Food,"Series C",131,52.131802,-106.660767
1468,Audible,"New York City",Unknown,Unknown,USA,"North America",100,2024-01-11,5,2000,1900,Media,Acquired,14,40.7127281,-74.0060152
1473,Discord,"San Francisco","San Francisco Bay Area",California,USA,"North America",170,2024-01-11,17,1000,830,Consumer,"Series H",995,37.7792588,-122.4193286
1474,Inmobi,Bengaluru,Unknown,Unknown,India,Asia,125,2024-01-11,5,2500,2375,Marketing,Unknown,320,12.98815675,77.62260004
1477,Sisense,"New York City",Unknown,Unknown,USA,"North America",60,2024-01-11,13,461,401,Data,"Series F",274,40.7127281,-74.0060152
1485,"First Mode",Seattle,Unknown,Unknown,USA,"North America",48,2024-01-16,20,240,192,Transportation,Acquired,9,47.6038321,-122.330062
1487,SonderMind,Denver,Unknown,Unknown,USA,"North America",49,2024-01-16,17,288,239,Healthcare,"Series C",183,39.7392364,-104.984862
1494,Wayfair,Boston,Unknown,Unknown,USA,"North America",1650,2024-01-19,13,12692,11042,Retail,Post-IPO,2,42.3554334,-71.060511
1495,SolarEdge,"Tel Aviv",Unknown,Unknown,Israel,Asia,900,2024-01-21,16,5625,4725,Energy,Post-IPO,155,32.0852997,34.7818064
1498,"Riot Gaming","Los Angeles",Unknown,California,USA,"North America",530,2024-01-22,11,4818,4288,Consumer,Acquired,21,34.0536909,-118.242766
1501,Brex,"San Francisco","San Francisco Bay Area",California,USA,"North America",282,2024-01-23,20,1410,1128,Finance,"Series D",2,37.7792588,-122.4193286
1503,eBay,"San Francisco","San Francisco Bay Area",California,USA,"North America",1000,2024-01-23,9,11111,10111,e-commerce,Post-IPO,1,37.7792588,-122.4193286
1506,SAP,Walldorf,Unknown,Unknown,Germany,Europe,8000,2024-01-23,7,114286,106286,Other,Post-IPO,1,49.3038134,8.6433518
1508,Vroom,"New York City",Unknown,Unknown,USA,"North America",800,2024-01-23,90,889,89,Transportation,Post-IPO,1,40.7127281,-74.0060152
1513,Storytel,Stockholm,Unknown,Unknown,Sweden,Europe,80,2024-01-24,13,615,535,Media,Post-IPO,275,59.3251172,18.0710935
1519,MVPindex,Austin,Unknown,Unknown,USA,"North America",12,2024-01-25,30,40,28,Marketing,"Series B",27,30.2711286,-97.7436995
1520,Swiggy,Bengaluru,Unknown,Unknown,India,Asia,400,2024-01-25,7,5714,5314,Food,Unknown,4,12.98815675,77.62260004
1521,Veho,Boulder,Unknown,Unknown,USA,"North America",65,2024-01-25,19,342,277,Logistics,"Series B",299,40.0149856,-105.270545
1524,Salesforce,"San Francisco","San Francisco Bay Area",California,USA,"North America",700,2024-01-26,1,70000,69300,Sales,Post-IPO,65,37.7792588,-122.4193286
1526,iRobot,Boston,Unknown,Unknown,USA,"North America",350,2024-01-29,31,1129,779,Consumer,Post-IPO,30,42.3554334,-71.060511
1528,"Aurora Solar","San Francisco","San Francisco Bay Area",California,USA,"North America",111,2024-01-30,20,555,444,Energy,"Series D",523,37.7792588,-122.4193286
1529,Block,"San Francisco","San Francisco Bay Area",California,USA,"North America",1000,2024-01-30,10,10000,9000,Finance,Post-IPO,150,37.7792588,-122.4193286
1530,Kiwi.com,Brno,Unknown,Unknown,"Czech Republic",Europe,216,2024-01-30,18,1200,984,Travel,Unknown,107,49.1922443,16.6113382
1532,PayPal,"San Jose","San Francisco Bay Area",California,USA,"North America",2500,2024-01-30,9,27778,25278,Finance,Post-IPO,216,37.3361663,-121.890591
1536,Wattpad,Toronto,Unknown,Unknown,Canada,"North America",20,2024-01-30,10,200,180,Media,Acquired,117,43.6534817,-79.3839347
1538,Innoviz,"Tel Aviv",Unknown,Unknown,Israel,Europe,60,2024-01-31,13,462,402,Transportation,Post-IPO,547,32.0852997,34.7818064
1539,Proofpoint,Sunnyvale,"San Francisco Bay Area",California,USA,"North America",280,2024-01-31,6,4667,4387,Security,Acquired,885,37.3688301,-122.036349
1546,Okta,"San Francisco","San Francisco Bay Area",California,USA,"North America",400,2024-02-01,7,5714,5314,Security,Post-IPO,1,37.7792588,-122.4193286
1547,Polygon,"Cayman Islands",Unknown,Unknown,"Cayman Islands","North America",60,2024-02-01,19,316,256,Crypto,Unknown,451,19.70318225,-79.91746272
1548,Zoom,"San Jose","San Francisco Bay Area",California,USA,"North America",150,2024-02-01,2,7500,7350,Other,Post-IPO,276,37.3361663,-121.890591
1550,"Cue Health","San Diego",Unknown,California,USA,"North America",245,2024-02-02,30,817,572,Healthcare,Post-IPO,899,32.7174202,-117.162772
1552,"Top Hat",Toronto,Unknown,Unknown,Canada,"North America",35,2024-02-02,7,500,465,Education,"Series E",234,43.6534817,-79.3839347
1556,Drizly,Boston,Unknown,Unknown,USA,"North America",168,2024-02-05,100,168,0,Retail,Acquired,119,42.3554334,-71.060511
1557,Impact.com,"Los Angeles",Unknown,California,USA,"North America",40,2024-02-05,3,1333,1293,Sales,"Private Equity",361,34.0536909,-118.242766
1561,Snap,"Los Angeles",Unknown,California,USA,"North America",500,2024-02-05,10,5000,4500,Consumer,Post-IPO,5,34.0536909,-118.242766
1564,DocuSign,"San Francisco","San Francisco Bay Area",California,USA,"North America",440,2024-02-06,6,7333,6893,Sales,Post-IPO,536,37.7792588,-122.4193286
1566,Fireblocks,"New York City",Unknown,Unknown,USA,"North America",20,2024-02-07,3,667,647,Crypto,"Series E",1,40.7127281,-74.0060152
1572,Otovo,Oslo,Unknown,Unknown,Norway,Europe,65,2024-02-08,15,433,368,Energy,Post-IPO,247,59.9133301,10.7389701
1574,BlissClub,Bengaluru,Unknown,Unknown,India,Asia,21,2024-02-09,18,117,96,Retail,"Series A",20,12.98815675,77.62260004
1576,Licious,Bengaluru,Unknown,Unknown,India,Asia,80,2024-02-09,3,2667,2587,Food,"Series F",490,12.98815675,77.62260004
1577,SiriusXM,"New York City",Unknown,Unknown,USA,"North America",160,2024-02-12,3,5333,5173,Media,Post-IPO,525,40.7127281,-74.0060152
1579,Impinj,Seattle,Unknown,Unknown,USA,"North America",50,2024-02-13,10,500,450,Other,Post-IPO,137,47.6038321,-122.330062
1580,Instacart,"San Francisco","San Francisco Bay Area",California,USA,"North America",250,2024-02-13,7,3571,3321,Food,Post-IPO,3,37.7792588,-122.4193286
1581,Mozilla,"San Francisco","San Francisco Bay Area",California,USA,"North America",60,2024-02-13,5,1200,1140,Consumer,Unknown,2,37.7792588,-122.4193286
1583,Riskified,"New York City",Unknown,Unknown,USA,"North America",40,2024-02-13,6,667,627,Retail,Post-IPO,229,40.7127281,-74.0060152
1586,Cisco,"San Jose","San Francisco Bay Area",California,USA,"North America",4250,2024-02-14,5,85000,80750,Infrastructure,Post-IPO,2,37.3361663,-121.890591
1587,"Wint Wealth",Nashik,Unknown,Unknown,India,Asia,19,2024-02-14,20,95,76,Finance,"Series A",16,20.0112475,73.7902364
1589,"Gro Intelligence","New York City",Unknown,Unknown,USA,"North America",20,2024-02-15,10,200,180,Food,"Series B",118,40.7127281,-74.0060152
1591,Sonder,"San Francisco","San Francisco Bay Area",California,USA,"North America",106,2024-02-15,17,623,517,Travel,Post-IPO,839,37.7792588,-122.4193286
1592,Storytel,Stockholm,Unknown,Unknown,Sweden,Europe,80,2024-02-15,13,615,535,Consumer,Post-IPO,312,59.3251172,18.0710935
1593,Toast,Boston,Unknown,Unknown,USA,"North America",550,2024-02-15,10,5500,4950,Food,Post-IPO,962,42.3554334,-71.060511
1594,Farfetch,London,Unknown,Unknown,UK,Europe,2000,2024-02-16,25,8000,6000,Retail,Acquired,2,51.4893335,-0.144055085
1595,Voi,Stockholm,Unknown,Unknown,Sweden,Europe,120,2024-02-16,12,1000,880,Transportation,"Series D",515,59.3251172,18.0710935
1600,Tails.com,London,Unknown,Unknown,UK,Europe,55,2024-02-20,25,220,165,Retail,"Series A",5,51.4893335,-0.144055085
1603,Finder,Sydney,Unknown,Unknown,Australia,Australia,60,2024-02-21,17,353,292,Retail,Unknown,30,-33.8698439,151.2082848
1609,Expedia,Seattle,Unknown,Unknown,USA,"North America",1500,2024-02-26,8,18750,17250,Travel,Post-IPO,3,47.6038321,-122.330062
1612,Bumble,Austin,Unknown,Unknown,USA,"North America",350,2024-02-27,30,1167,817,Consumer,Post-IPO,313,30.2711286,-97.7436995
1615,"Electronic Arts","Redwood City","San Francisco Bay Area",California,USA,"North America",670,2024-02-28,5,13400,12730,Consumer,Post-IPO,2,37.4863239,-122.232523
1617,"Treasury Prime","San Francisco","San Francisco Bay Area",California,USA,"North America",40,2024-02-28,40,100,60,Finance,"Series C",71,37.7792588,-122.4193286
1618,Vacasa,Portland,Unknown,Unknown,USA,"North America",320,2024-02-28,5,6400,6080,Travel,Post-IPO,834,45.5202471,-122.674194
1621,"Gro Intelligence","New York City",Unknown,Unknown,USA,"North America",90,2024-03-01,60,150,60,Food,"Series B",118,40.7127281,-74.0060152
1622,"Pristyn Care",Gurugram,Unknown,Unknown,India,Asia,120,2024-03-01,7,1714,1594,Healthcare,"Series E",177,28.4646148,77.0299194
1625,Edgio,Phoenix,Unknown,Unknown,USA,"North America",80,2024-03-04,10,800,720,Infrastructure,Post-IPO,462,33.4484367,-112.074141
1626,Melio,"New York City",Unknown,Unknown,USA,"North America",40,2024-03-04,7,571,531,Finance,"Series D",504,40.7127281,-74.0060152
1627,"Our Next Energy",Detroit,Unknown,Unknown,USA,"North America",40,2024-03-04,13,308,268,Transportation,"Series B",390,42.3315509,-83.0466403
1629,MessageBird,Amsterdam,Unknown,Unknown,Netherlands,Europe,90,2024-03-05,20,450,360,Other,"Series C",1,52.3730796,4.8924534
1633,Sorare,"New York City",Unknown,Unknown,USA,"North America",22,2024-03-06,13,169,147,Crypto,"Series B",739,40.7127281,-74.0060152
1637,Niche,Pittsburgh,Unknown,Unknown,USA,"North America",24,2024-03-08,7,343,319,Education,"Series C",44,40.4416941,-79.9900861
1640,"Phantom Auto","San Francisco","San Francisco Bay Area",California,USA,"North America",100,2024-03-12,100,100,0,Transportation,Unknown,86,37.7792588,-122.4193286
1641,Stash,"New York City",Unknown,Unknown,USA,"North America",80,2024-03-13,25,320,240,Finance,Unknown,480,40.7127281,-74.0060152
1642,Textio,Seattle,Unknown,Unknown,USA,"North America",14,2024-03-14,16,88,74,HR,Unknown,42,47.6038321,-122.330062
1649,ShopBack,Singapore,Unknown,Unknown,Singapore,Asia,195,2024-03-19,24,813,618,Retail,"Series F",355,1.2899175,103.8519072
1653,Synctera,"Palo Alto","San Francisco Bay Area",California,USA,"North America",17,2024-03-26,15,113,96,Finance,"Series A",79,37.4443293,-122.1598465
